01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,03,03,03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,03,10,03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
03,03,03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,05,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
03,10,03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,03,10,03,01,01,01,03,03,03,01,01,01,01,01,01,01,01,01,01
03,03,03,01,01,01,01,01,01,01,01,01,01,01,01,03,03,05,03,03,01,05,05,05,01,01,01,03,10,03,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,03,10,05,12,07,05,07,12,07,03,03,01,03,03,03,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,03,05,07,07,16,14,09,12,07,10,03,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,03,10,05,07,16,09,05,05,03,03,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,03,03,03,03,05,12,03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,03,03,03,01,01,05,05,05,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,03,10,03,01,01,03,10,03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,03,03,03,01,01,03,03,03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
